age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
72,admin.,single,primary,yes,20234,no,no,telephone,7,jun,313,8,333,5,success,no
44,management,divorced,secondary,no,46671,yes,no,telephone,8,aug,131,3,134,5,failure,yes
70,retired,married,primary,no,13326,yes,no,cellular,14,nov,406,4,-1,4,failure,no
56,blue-collar,married,secondary,no,44824,yes,no,telephone,4,oct,235,7,313,3,other,no
82,technician,single,secondary,no,35997,yes,no,cellular,27,oct,682,3,289,3,failure,no
34,student,single,tertiary,no,241,yes,no,cellular,11,dec,42,3,244,1,unknown,yes
47,technician,divorced,primary,no,28639,yes,no,cellular,10,feb,790,8,238,6,success,yes
70,retired,single,secondary,no,38586,no,no,cellular,17,nov,152,5,270,5,success,yes
30,self-employed,single,secondary,no,37766,yes,no,cellular,5,oct,39,5,140,2,other,no
38,technician,divorced,primary,no,19278,no,no,cellular,10,dec,621,8,3,6,other,no
36,services,divorced,secondary,no,40923,yes,no,cellular,10,apr,196,6,334,8,success,no
70,unemployed,single,tertiary,no,4444,no,yes,unknown,22,mar,640,5,275,9,success,yes
36,technician,married,primary,no,1015,yes,no,telephone,7,jul,748,1,312,0,other,no
74,admin.,single,tertiary,no,12903,yes,no,cellular,17,oct,180,5,55,9,success,yes
42,services,married,primary,no,37583,yes,no,cellular,29,aug,66,8,137,7,other,no
48,housemaid,married,primary,no,26143,no,no,cellular,20,aug,918,9,325,1,failure,yes
72,technician,married,primary,no,2864,yes,no,unknown,12,apr,805,6,119,0,unknown,yes
40,services,divorced,secondary,no,7676,no,no,unknown,5,oct,503,3,390,8,unknown,yes
49,retired,divorced,primary,no,2234,no,yes,cellular,5,feb,473,8,396,1,unknown,yes
79,unemployed,divorced,primary,no,19340,no,no,cellular,23,jun,371,5,175,6,failure,no
27,student,single,primary,no,44915,yes,no,cellular,4,mar,34,2,362,6,other,yes
89,unemployed,divorced,tertiary,no,16723,no,no,cellular,26,aug,919,1,159,0,other,no
71,housemaid,divorced,primary,no,6526,no,no,cellular,7,mar,255,8,150,9,other,yes
69,blue-collar,single,secondary,no,4842,yes,yes,cellular,24,feb,568,2,36,0,success,no
37,blue-collar,single,primary,yes,32626,yes,no,cellular,2,sep,153,3,333,6,unknown,no
49,management,married,primary,no,-793,no,yes,cellular,30,sep,432,9,48,5,other,yes
31,technician,single,tertiary,no,15308,no,yes,cellular,1,sep,968,1,233,3,other,yes
67,student,single,secondary,no,3429,yes,no,telephone,29,mar,840,8,87,2,failure,no
45,entrepreneur,divorced,secondary,no,5591,no,no,cellular,26,feb,64,2,62,4,other,yes
70,services,married,secondary,no,43712,yes,no,telephone,10,apr,266,8,379,4,unknown,yes
41,housemaid,married,primary,no,36660,yes,no,cellular,1,feb,497,2,207,2,other,no
39,retired,single,primary,no,9777,yes,no,cellular,13,aug,528,7,223,5,failure,no
47,technician,divorced,secondary,no,36713,yes,no,cellular,17,oct,541,3,384,2,unknown,yes
80,retired,divorced,secondary,no,38459,no,no,unknown,9,jan,852,4,165,3,success,no
21,entrepreneur,divorced,tertiary,no,10548,yes,no,cellular,4,feb,346,1,200,2,other,yes
76,management,divorced,secondary,no,44441,yes,no,cellular,9,jun,332,1,140,5,other,yes
25,entrepreneur,single,primary,no,34795,yes,yes,cellular,7,sep,131,8,394,8,other,no
29,unemployed,divorced,primary,no,43224,yes,no,cellular,23,oct,618,8,335,2,other,yes
48,unemployed,married,primary,no,35063,no,no,cellular,29,dec,341,2,76,0,failure,no
51,admin.,married,tertiary,no,30055,no,yes,unknown,2,may,111,4,8,6,failure,yes
66,self-employed,single,secondary,no,10869,yes,no,unknown,18,may,687,2,246,4,unknown,no
74,housemaid,divorced,primary,no,21863,no,no,telephone,28,mar,222,8,42,3,failure,no
43,self-employed,divorced,tertiary,no,2661,yes,no,unknown,21,aug,253,7,294,2,other,no
35,entrepreneur,divorced,tertiary,no,45498,no,yes,cellular,15,dec,82,7,107,6,unknown,yes
55,unemployed,divorced,primary,no,42802,no,yes,cellular,10,jun,374,3,186,1,success,no
67,management,single,tertiary,no,16782,yes,no,cellular,17,oct,114,5,68,3,unknown,no
25,management,divorced,tertiary,no,47179,no,no,cellular,7,dec,936,1,230,1,other,yes
58,blue-collar,single,primary,no,42910,yes,no,unknown,11,feb,909,4,29,9,other,no
23,unemployed,divorced,tertiary,no,-102,yes,no,cellular,7,dec,670,4,291,7,success,yes
86,technician,divorced,primary,no,10919,yes,no,telephone,11,dec,240,1,184,2,other,yes
61,blue-collar,married,primary,no,38068,no,no,telephone,24,may,893,7,169,4,unknown,no
81,housemaid,single,tertiary,yes,427,yes,no,cellular,23,apr,805,5,107,3,failure,no
46,housemaid,married,primary,no,32393,no,no,cellular,24,nov,944,1,95,4,failure,yes
45,housemaid,single,primary,no,8767,no,no,cellular,15,oct,212,5,325,3,unknown,yes
28,retired,divorced,secondary,no,16420,yes,yes,cellular,19,sep,301,8,36,7,unknown,yes
82,blue-collar,divorced,primary,no,34123,yes,no,cellular,19,apr,535,8,262,5,unknown,yes
36,retired,single,secondary,no,44821,no,yes,cellular,24,aug,256,2,288,0,success,yes
26,self-employed,married,secondary,no,2902,yes,no,cellular,25,jan,863,1,143,4,failure,yes
44,unemployed,single,secondary,no,24850,yes,no,telephone,10,may,41,2,15,0,success,no
51,technician,single,secondary,no,46554,no,no,cellular,16,sep,122,6,92,2,success,yes
61,entrepreneur,divorced,tertiary,no,41034,no,no,cellular,20,mar,359,5,336,5,other,no
85,unemployed,married,tertiary,no,19620,yes,no,telephone,8,nov,219,4,51,8,failure,yes
32,services,single,primary,no,6280,no,no,cellular,1,jun,627,8,397,2,success,yes
68,blue-collar,married,primary,no,12954,yes,no,cellular,2,nov,895,5,318,3,unknown,yes
30,unemployed,married,primary,no,42764,yes,yes,telephone,29,oct,983,4,107,9,unknown,no
66,services,single,tertiary,yes,44814,no,no,unknown,10,jun,818,8,55,0,unknown,yes
87,unemployed,married,secondary,no,44973,no,no,unknown,10,nov,322,1,146,9,other,no
73,management,divorced,tertiary,no,35729,yes,no,cellular,10,jun,290,9,59,1,success,yes
68,blue-collar,divorced,tertiary,no,30800,yes,yes,cellular,9,apr,739,2,23,6,failure,no
54,self-employed,divorced,primary,no,35466,no,no,cellular,18,jul,957,8,76,7,failure,no
34,blue-collar,divorced,primary,no,6887,yes,no,unknown,2,mar,352,9,25,0,other,yes
75,retired,married,primary,no,29607,yes,yes,cellular,24,jun,39,8,97,8,unknown,no
46,technician,divorced,secondary,no,30141,yes,yes,cellular,5,oct,994,9,26,5,unknown,yes
50,entrepreneur,single,secondary,no,39484,no,no,telephone,21,may,117,4,132,0,success,yes
77,student,divorced,tertiary,no,11335,yes,no,unknown,11,mar,369,2,295,3,failure,no
72,entrepreneur,single,secondary,no,4177,yes,no,cellular,6,feb,347,3,313,3,failure,no
27,unemployed,single,primary,no,39206,yes,no,cellular,8,dec,578,8,221,6,unknown,no
64,entrepreneur,divorced,secondary,yes,1926,yes,no,cellular,8,jan,252,5,332,0,unknown,no
40,management,divorced,secondary,no,46146,yes,yes,telephone,25,aug,716,4,187,9,failure,yes
38,self-employed,married,secondary,no,41056,yes,no,cellular,10,jan,238,3,303,8,failure,yes
30,services,single,secondary,no,8154,yes,no,cellular,11,may,78,3,362,0,failure,no
50,unemployed,divorced,primary,no,959,no,no,cellular,19,may,565,7,354,9,success,no
41,self-employed,married,primary,no,16611,yes,yes,telephone,25,jan,879,8,259,2,success,yes
28,student,divorced,tertiary,no,32161,yes,no,cellular,14,sep,951,5,265,0,unknown,yes
34,management,divorced,tertiary,no,16407,no,no,telephone,11,may,647,8,340,0,other,no
85,technician,divorced,tertiary,yes,11025,no,no,cellular,3,sep,852,9,233,3,unknown,no
64,unemployed,single,secondary,no,4064,no,no,cellular,1,nov,292,4,38,1,failure,yes
42,entrepreneur,divorced,secondary,no,4639,yes,yes,unknown,28,jun,235,2,112,8,other,yes
38,retired,married,primary,no,478,yes,no,cellular,27,jul,710,5,324,0,success,no
29,management,divorced,tertiary,no,5929,no,no,cellular,21,jul,526,2,165,2,unknown,yes
54,housemaid,divorced,primary,no,30326,no,no,cellular,23,feb,927,2,324,1,success,no
59,blue-collar,married,tertiary,no,20837,yes,no,cellular,3,may,699,6,108,0,other,yes
34,self-employed,married,tertiary,no,39941,yes,no,telephone,9,feb,782,1,18,8,success,yes
65,management,single,tertiary,no,27974,no,no,telephone,1,apr,494,2,228,4,failure,no
45,housemaid,single,secondary,no,42183,yes,no,cellular,22,dec,664,5,386,5,failure,no
58,services,single,tertiary,no,6418,yes,no,cellular,12,mar,49,5,267,7,success,no
64,student,single,tertiary,no,15650,yes,no,cellular,12,dec,597,3,303,6,unknown,yes
35,student,married,secondary,no,32825,no,no,unknown,6,nov,999,5,74,6,failure,yes
88,entrepreneur,divorced,tertiary,no,44471,no,no,cellular,30,jun,821,9,263,8,other,yes
30,entrepreneur,divorced,secondary,no,12383,no,no,telephone,29,nov,137,2,313,2,unknown,yes
30,management,divorced,secondary,no,44703,yes,no,cellular,8,may,169,6,114,9,success,yes
48,management,single,primary,no,41211,yes,no,unknown,29,jan,120,8,1,7,other,yes
19,technician,married,secondary,no,29708,yes,no,unknown,3,feb,300,3,9,5,success,no
33,blue-collar,married,secondary,no,33709,no,no,cellular,28,jul,358,2,259,7,unknown,no
26,admin.,married,secondary,no,30924,no,yes,telephone,21,sep,239,1,367,3,failure,no
55,services,divorced,tertiary,yes,21382,no,no,cellular,11,jan,717,1,150,0,failure,yes
71,entrepreneur,single,primary,no,24649,yes,yes,cellular,26,apr,602,4,196,2,failure,no
73,admin.,married,tertiary,no,29140,no,no,cellular,11,nov,484,6,80,9,failure,no
62,admin.,single,secondary,no,43023,yes,no,cellular,5,mar,313,7,123,2,other,no
51,unemployed,married,secondary,no,30563,yes,no,cellular,24,dec,395,8,228,0,other,no
26,blue-collar,single,primary,no,28373,yes,no,cellular,7,dec,513,8,132,4,unknown,yes
25,retired,married,primary,no,15144,yes,no,cellular,19,nov,32,1,84,5,unknown,yes
24,retired,single,secondary,yes,6965,no,no,cellular,7,may,813,8,296,8,unknown,no
53,entrepreneur,married,secondary,no,20791,yes,yes,cellular,10,may,193,1,41,7,success,no
35,housemaid,married,tertiary,no,21115,no,no,cellular,8,dec,417,3,396,3,failure,no
20,blue-collar,single,secondary,no,15341,yes,no,cellular,21,oct,38,5,202,5,failure,yes
45,blue-collar,single,tertiary,no,45573,yes,yes,cellular,27,oct,395,8,279,2,unknown,no
87,self-employed,divorced,primary,no,14637,yes,yes,telephone,21,nov,41,8,16,0,unknown,yes
61,admin.,single,tertiary,no,22269,yes,yes,cellular,30,feb,103,6,189,8,other,no
38,self-employed,married,secondary,no,15953,yes,no,cellular,14,may,267,4,221,7,failure,no
45,admin.,married,tertiary,no,25794,yes,no,cellular,27,apr,841,4,360,5,failure,no
71,retired,single,tertiary,no,21877,yes,yes,cellular,1,jan,137,8,255,2,failure,yes
71,entrepreneur,divorced,primary,no,38273,no,no,cellular,13,dec,991,3,13,4,other,no
82,services,single,tertiary,no,10405,no,yes,cellular,24,jan,944,8,180,8,unknown,yes
38,retired,married,secondary,no,25812,no,no,cellular,29,jan,554,4,32,6,other,yes
30,unemployed,married,tertiary,no,43605,yes,no,cellular,6,aug,263,9,178,1,unknown,yes
74,blue-collar,divorced,tertiary,yes,39767,yes,yes,cellular,6,mar,468,2,0,5,unknown,yes
66,services,single,tertiary,no,7973,yes,no,cellular,21,sep,786,1,149,8,unknown,yes
71,management,married,secondary,yes,21925,no,no,cellular,5,oct,510,4,108,9,unknown,no
27,services,married,tertiary,no,42623,yes,no,cellular,30,feb,862,9,305,0,failure,no
70,services,married,secondary,no,21091,yes,no,cellular,3,sep,121,7,300,4,other,no
61,retired,single,tertiary,no,17584,yes,no,cellular,12,nov,901,9,395,8,failure,no
64,blue-collar,single,primary,no,37325,yes,no,cellular,15,sep,227,9,351,2,success,yes
70,services,divorced,primary,no,7071,no,yes,unknown,3,apr,145,9,104,2,failure,no
63,unemployed,married,primary,no,3088,yes,yes,telephone,16,apr,672,9,253,9,unknown,no
30,retired,married,secondary,no,47152,yes,no,cellular,18,apr,394,7,12,8,unknown,no
54,retired,divorced,secondary,no,14550,no,no,cellular,9,dec,182,8,271,2,unknown,no
41,services,married,secondary,no,63,yes,yes,cellular,8,jan,662,2,376,8,failure,no
19,admin.,divorced,tertiary,no,25280,yes,no,cellular,11,may,137,9,142,9,unknown,no
31,blue-collar,divorced,secondary,yes,6303,yes,no,cellular,3,jun,977,2,205,2,success,yes
27,student,married,secondary,no,9631,no,no,cellular,5,apr,557,8,105,7,failure,yes
52,unemployed,single,secondary,no,-875,no,no,cellular,10,aug,840,2,245,9,failure,yes
42,services,single,secondary,no,33409,no,no,cellular,5,mar,85,8,221,8,success,no
20,self-employed,single,primary,no,48581,no,yes,cellular,8,nov,481,3,266,2,failure,yes
34,self-employed,single,tertiary,no,20485,yes,no,cellular,6,sep,421,2,223,0,unknown,no
29,management,married,primary,no,41003,yes,no,telephone,23,jul,644,6,385,8,unknown,yes
71,blue-collar,divorced,tertiary,no,10794,yes,no,cellular,21,aug,237,6,73,6,success,no
41,unemployed,divorced,tertiary,no,16018,no,yes,cellular,16,jul,539,1,41,5,success,yes
46,retired,married,primary,no,6862,yes,no,cellular,12,sep,969,7,131,3,failure,yes
60,technician,single,secondary,no,33879,no,yes,cellular,17,feb,963,1,281,4,failure,yes
42,entrepreneur,divorced,primary,yes,-310,no,no,cellular,8,apr,692,4,381,6,failure,no
77,housemaid,married,tertiary,no,13740,no,no,cellular,4,feb,803,6,54,8,unknown,yes
82,technician,married,tertiary,no,45862,yes,no,cellular,21,aug,584,8,206,5,success,no
45,unemployed,single,secondary,no,46643,yes,no,telephone,17,feb,329,8,225,3,unknown,yes
33,blue-collar,married,primary,no,21024,yes,no,cellular,3,aug,659,7,102,3,success,no
64,blue-collar,divorced,tertiary,no,18341,yes,no,cellular,18,jun,877,5,334,9,other,no
75,services,divorced,primary,no,7156,no,yes,unknown,16,jul,308,6,66,2,success,yes
44,services,married,secondary,no,47432,yes,yes,cellular,28,nov,173,8,248,1,other,yes
70,technician,divorced,secondary,yes,35214,no,no,telephone,2,jun,769,3,89,3,success,yes
59,retired,married,tertiary,no,29053,no,no,telephone,13,dec,233,6,269,5,unknown,yes
76,management,divorced,secondary,no,8158,yes,no,cellular,1,sep,258,4,24,0,failure,yes
64,services,single,tertiary,no,808,yes,yes,cellular,22,apr,294,3,205,1,failure,yes
51,housemaid,divorced,tertiary,no,3402,yes,no,telephone,24,jan,495,3,250,7,failure,yes
54,unemployed,single,secondary,no,-36,yes,no,telephone,3,sep,166,4,8,2,other,no
23,housemaid,single,secondary,no,15206,yes,no,cellular,1,oct,269,6,96,0,failure,no
24,management,married,primary,no,7629,yes,no,cellular,30,aug,727,1,100,1,unknown,yes
42,admin.,single,primary,no,30337,yes,no,cellular,26,jan,478,2,134,2,unknown,yes
50,admin.,divorced,tertiary,no,32829,no,no,telephone,2,oct,344,4,334,1,success,yes
72,blue-collar,divorced,primary,yes,19559,yes,yes,cellular,19,jun,180,9,219,3,failure,no
75,services,single,tertiary,no,1865,yes,no,unknown,22,oct,354,8,30,3,unknown,yes
24,self-employed,married,secondary,no,2294,yes,no,unknown,30,dec,432,8,275,9,failure,yes
74,technician,single,secondary,yes,44939,no,yes,telephone,3,dec,832,7,94,1,success,yes
29,student,divorced,primary,no,10965,no,no,cellular,25,apr,382,6,299,0,other,yes
33,management,divorced,tertiary,no,10228,yes,no,cellular,28,nov,980,7,266,2,unknown,no
60,blue-collar,single,tertiary,no,46419,no,no,cellular,1,feb,139,6,174,3,unknown,no
24,self-employed,single,primary,no,29377,no,no,cellular,23,mar,495,3,101,5,failure,no
68,services,single,tertiary,no,47229,no,no,cellular,26,dec,69,6,185,4,other,no
49,self-employed,divorced,tertiary,no,32927,yes,no,cellular,24,dec,683,7,328,1,unknown,no
25,self-employed,divorced,secondary,no,10822,no,no,cellular,9,sep,369,6,324,3,other,no
89,management,divorced,tertiary,yes,28070,yes,no,cellular,8,may,401,2,35,5,failure,no
62,blue-collar,married,tertiary,no,1187,no,yes,telephone,5,jul,554,6,208,3,success,yes
76,retired,divorced,tertiary,no,5135,yes,no,cellular,1,feb,536,2,366,6,unknown,yes
21,housemaid,divorced,primary,no,11508,no,no,cellular,15,aug,82,1,253,5,other,yes
84,technician,married,primary,no,31557,no,no,cellular,17,mar,109,5,129,5,success,no
46,blue-collar,married,primary,no,48715,yes,no,unknown,30,jan,774,4,323,9,other,yes
46,student,married,tertiary,yes,32090,no,yes,telephone,15,aug,380,9,96,1,failure,no
45,self-employed,married,tertiary,no,44155,yes,yes,cellular,8,nov,580,9,31,6,success,no
61,retired,married,primary,no,37441,yes,no,cellular,23,nov,768,9,34,8,unknown,no
21,management,married,primary,no,48654,yes,no,unknown,21,sep,369,3,235,5,unknown,no
26,entrepreneur,single,tertiary,no,37884,no,yes,cellular,26,aug,150,3,1,7,success,yes
22,technician,single,tertiary,no,24067,yes,yes,cellular,3,jan,94,3,129,5,other,no
73,technician,single,secondary,no,16043,yes,no,cellular,9,dec,469,5,218,5,success,yes
67,housemaid,single,primary,no,28572,no,yes,cellular,20,jul,325,6,360,3,failure,yes
32,entrepreneur,divorced,tertiary,no,7507,no,no,cellular,14,jul,971,6,180,5,unknown,yes
49,unemployed,married,primary,no,1062,no,no,cellular,6,apr,234,3,26,9,success,no
45,services,divorced,primary,no,22700,yes,no,cellular,27,dec,676,2,391,3,unknown,no
39,entrepreneur,married,primary,no,16454,yes,yes,cellular,20,aug,586,6,24,9,success,no
34,self-employed,married,secondary,no,8868,yes,no,cellular,25,may,307,4,155,5,other,yes
76,self-employed,divorced,tertiary,no,553,no,no,cellular,4,dec,164,9,8,0,unknown,yes
88,self-employed,single,tertiary,no,27553,yes,yes,cellular,30,apr,407,2,107,6,success,no
74,self-employed,divorced,primary,no,26511,yes,no,cellular,24,may,81,4,316,1,success,no
43,blue-collar,divorced,tertiary,no,15428,no,no,cellular,27,nov,770,2,94,5,failure,yes
42,technician,married,secondary,no,40747,yes,no,cellular,12,feb,897,5,144,8,unknown,no
27,entrepreneur,married,primary,no,3957,yes,no,cellular,28,apr,609,3,179,9,success,no
62,technician,married,secondary,no,42495,yes,no,cellular,3,oct,739,4,208,2,failure,no
28,student,single,secondary,no,2578,yes,no,cellular,24,aug,96,9,340,3,success,no
70,entrepreneur,divorced,tertiary,no,36389,yes,yes,cellular,27,jul,32,5,143,4,unknown,no
89,blue-collar,divorced,tertiary,no,32734,yes,no,cellular,3,dec,599,9,47,7,success,no
85,student,single,secondary,no,8548,no,no,cellular,30,aug,917,5,152,9,unknown,no
45,technician,divorced,tertiary,no,19353,yes,no,cellular,27,jul,480,9,259,5,unknown,yes
82,student,divorced,secondary,no,44632,yes,no,cellular,21,jul,539,8,327,7,failure,no
66,housemaid,married,secondary,yes,16634,no,no,telephone,17,nov,797,1,42,2,success,yes
64,student,single,primary,no,9679,no,no,telephone,6,jul,897,3,234,2,unknown,no
69,entrepreneur,married,secondary,no,45743,no,yes,telephone,15,feb,467,5,119,8,success,no
71,self-employed,single,secondary,no,22717,no,no,cellular,11,mar,806,3,246,5,other,yes
77,self-employed,married,tertiary,no,44935,no,yes,cellular,18,jan,979,1,5,7,other,no
74,unemployed,divorced,primary,no,23579,yes,no,telephone,28,feb,976,2,18,3,success,yes
64,services,single,tertiary,no,24730,no,no,cellular,3,oct,557,2,182,4,failure,yes
48,technician,single,primary,no,32782,yes,no,cellular,27,jun,809,4,362,8,other,no
63,housemaid,married,tertiary,no,2624,yes,yes,cellular,17,feb,131,6,198,6,unknown,yes
